data_id	treat	age	education	black	hispanic	married	nodegree	re74	re75	re78
CPS3	0	36	1	1	0	0	1	348.74951171875	0	0
CPS3	0	18	11	0	0	0	1	321.3197937011719	0	7722.59912109375
CPS3	0	16	7	0	1	0	1	289.97149658203125	0	7515.716796875
CPS3	0	21	11	0	0	1	1	246.8675994873047	0	6708.87890625
CPS3	0	55	6	0	0	1	1	111.6781997680664	0	0
CPS3	0	37	12	0	0	0	0	48.98167037963867	0	877.76959228515625
CPS3	0	26	12	0	1	1	0	47.02239990234375	0	0
CPS3	0	54	12	0	0	1	0	0	0	0
CPS3	0	50	12	0	0	1	0	0	0	0
CPS3	0	16	8	0	0	0	1	0	0	2559.422119140625
CPS3	0	16	9	0	1	0	1	0	0	0
CPS3	0	18	10	1	0	0	1	0	0	2281.610107421875
CPS3	0	40	11	1	0	1	1	0	0	0
CPS3	0	16	8	0	0	0	1	0	0	0
CPS3	0	16	9	1	0	0	1	0	0	2158.958984375
CPS3	0	26	14	0	0	0	0	0	0	6717.7451171875
CPS3	0	20	9	1	0	0	1	0	0	6083.7998046875
CPS3	0	20	12	1	0	0	0	0	0	0
CPS3	0	18	11	1	0	0	1	0	0	0
CPS3	0	46	11	1	0	1	1	0	0	2820.97998046875
CPS3	0	17	8	1	0	0	1	0	0	12760.169921875
CPS3	0	16	9	0	0	0	1	0	0	4974.02783203125
CPS3	0	30	10	0	0	1	1	0	0	3151.990966796875
CPS3	0	33	12	0	1	1	0	0	0	5841.453125
CPS3	0	34	12	1	0	1	0	0	0	18716.880859375
CPS3	0	21	13	1	0	0	0	0	0	17941.080078125
CPS3	0	29	11	0	0	1	1	0	0	0
CPS3	0	19	12	0	0	0	0	0	0	0
CPS3	0	31	4	0	1	0	1	0	0	1161.4930419921875
CPS3	0	19	12	0	1	0	0	0	0	18573.55078125
CPS3	0	20	12	1	0	0	0	0	0	11594.240234375
CPS3	0	55	4	1	0	0	1	0	0	0
CPS3	0	19	11	1	0	0	1	0	0	16485.51953125
CPS3	0	18	11	1	0	0	1	0	0	7146.2861328125
CPS3	0	48	13	0	0	1	0	0	0	0
CPS3	0	16	9	0	1	1	1	0	0	6821.18603515625
CPS3	0	17	10	1	0	0	1	0	0	0
CPS3	0	38	12	0	0	1	0	0	0	18756.779296875
CPS3	0	34	8	0	0	1	1	0	0	2664.341064453125
CPS3	0	53	12	0	0	0	0	0	0	0
CPS3	0	48	14	0	0	1	0	0	0	7236.4267578125
CPS3	0	16	9	0	0	0	1	0	0	6494.60791015625
CPS3	0	17	8	1	0	0	1	0	0	4520.3662109375
CPS3	0	27	14	1	0	0	0	0	0	10122.4296875
CPS3	0	37	8	1	0	0	1	0	0	648.72198486328125
CPS3	0	17	10	1	0	0	1	0	0	1053.6190185546875
CPS3	0	16	8	0	0	0	1	0	0	0
CPS3	0	48	12	0	0	1	0	0	0	1491.0260009765625
CPS3	0	55	7	0	0	0	1	0	0	0
CPS3	0	21	15	0	0	0	0	0	0	0
CPS3	0	16	10	1	0	0	1	0	0	1730.41796875
CPS3	0	23	12	0	0	0	0	0	0	3902.676025390625
CPS3	0	46	11	1	0	1	1	0	0	0
CPS3	0	17	10	0	0	0	1	0	0	14942.76953125
CPS3	0	42	16	0	0	0	0	0	0	23764.80078125
CPS3	0	18	10	1	0	0	1	0	0	5306.51611328125
CPS3	0	53	12	1	0	0	0	0	0	0
CPS3	0	17	10	0	0	1	1	0	0	3859.822021484375
CPS3	0	17	6	0	0	0	1	0	0	0
CPS3	0	43	6	0	0	1	1	0	0	0
CPS3	0	34	12	1	0	0	0	0	0	0
CPS3	0	16	8	0	1	0	1	0	0	12242.9599609375
CPS3	0	27	12	0	0	1	0	0	0	1533.8800048828125
CPS3	0	51	4	1	0	0	1	0	0	0
CPS3	0	39	2	1	0	1	1	0	0	964.95550537109375
CPS3	0	55	8	0	0	1	1	0	0	0
CPS3	0	16	9	0	0	0	1	0	0	5551.81884765625
CPS3	0	27	10	1	0	0	1	0	0	7543.7939453125
CPS3	0	25	14	0	0	0	0	0	0	0
CPS3	0	18	11	0	0	0	1	0	0	10150.5
CPS3	0	24	1	0	1	1	1	0	0	19464.609375
CPS3	0	21	18	0	0	0	0	0	0	0
CPS3	0	32	5	1	0	1	1	0	0	187.67129516601562
CPS3	0	16	9	0	0	0	1	0	0	1495.458984375
